Citation	DOI	Nodes	Study_id	Study_link
Nováková, N., & Robovský, J. (2021). Behaviour of cranes (family Gruidae) mirrors their phylogenetic relationships. Avian Research, 12(1). https://doi.org/10.1186/s40657-021-00275-4	http://dx.doi.org/10.1186/s40657-021-00275-4	13	ot_2187	https://tree.opentreeoflife.org/curator/study/view/ot_2187
Nunn, Gary B., Scott E. Stanley. 1998. Body size effects and rates of cytochrome b evolution in tube-nosed seabirds. Molecular Biology and Evolution 15 (10): 1360-1371.	http://dx.doi.org/10.1093/oxfordjournals.molbev.a025864	62	pg_2416	https://tree.opentreeoflife.org/curator/study/view/pg_2416
Nyári, Árpád S., Brett W. Benz, Knud A. Jønsson, Jon Fjeldså, Robert G. Moyle. 2009. Phylogenetic relationships of fantails (Aves: Rhipiduridae). Zoologica Scripta 38 (6): 553-561.	http://dx.doi.org/10.1111/j.1463-6409.2009.00397.x	20	ot_174	https://tree.opentreeoflife.org/curator/study/view/ot_174
Nylander, Johan A. A., Urban Olsson, Per Alström, Isabel Sanmartín. 2008. Accounting for phylogenetic uncertainty in biogeography: a Bayesian approach to dispersal-vicariance analysis of the thrushes (Aves: Turdus). Systematic Biology 57 (2): 257-268.	http://dx.doi.org/10.1080/10635150802044003	35	pg_2858	https://tree.opentreeoflife.org/curator/study/view/pg_2858
Oatley, Graeme, Robert E. Simmons, Jérôme Fuchs. 2015. A molecular phylogeny of the harriers (Circus, Accipitridae) indicate the role of long distance dispersal and migration in diversification. Molecular Phylogenetics and Evolution 85:150-160.	http://dx.doi.org/10.1016/j.ympev.2015.01.013	9	ot_305	https://tree.opentreeoflife.org/curator/study/view/ot_305
Odeen, A., Hastad O., & Alstrom P. 2011. Evolution of ultraviolet vision in the largest avian radiation - the passerines. BMC Evolutionary Biology 11 (313): 1-8.	http://dx.doi.org/10.1186/1471-2148-11-313	20	pg_2015	https://tree.opentreeoflife.org/curator/study/view/pg_2015
Ogawa, Lisa M., Paulo C. Pulgarin, Donald A. Vance, Jon Fjeldså, Marcel van Tuinen. 2015. Opposing demographic histories reveal rapid evolution in grebes (Aves: Podicipedidae). The Auk 132 (4): 771-786	http://dx.doi.org/10.1642/auk-14-259.1	3	ot_864	https://tree.opentreeoflife.org/curator/study/view/ot_864
Ohlson, Jan I., Jon Fjeldså, Per G.P. Ericson. 2013. Molecular phylogeny of the manakins (Aves: Passeriformes: Pipridae), with a new classification and the description of a new genus. Molecular Phylogenetics and Evolution 69 (3): 796-804.	http://dx.doi.org/10.1016/j.ympev.2013.06.024	25	pg_2796	https://tree.opentreeoflife.org/curator/study/view/pg_2796
Oliver, P. M., Heiniger, H., Hugall, A. F., Joseph, L., & Mitchell, K. J. (2020). Oligocene divergence of frogmouth birds (Podargidae) across Wallace’s Line. Biology Letters, 16(5), 20200040. https://doi.org/10.1098/rsbl.2020.0040	http://dx.doi.org/10.1098/rsbl.2020.0040	60	ot_2108	https://tree.opentreeoflife.org/curator/study/view/ot_2108
Oliveros, C. H., Andersen, M. J., & Moyle, R. G. (2021). A phylogeny of white-eyes based on ultraconserved elements. Molecular Phylogenetics and Evolution, 164, 107273. https://doi.org/10.1016/j.ympev.2021.107273	http://dx.doi.org/10.1016/j.ympev.2021.107273	56	ot_2180	https://tree.opentreeoflife.org/curator/study/view/ot_2180
Oliveros, C. H., Field, D. J., Ksepka, D. T., Barker, F. K., Aleixo, A., Andersen, M. J., … Faircloth, B. C. (2019). Earth history and the passerine superradiation. Proceedings of the National Academy of Sciences, 116(16), 7916–7925. doi:10.1073/pnas.1813206116	http://dx.doi.org/10.1073/pnas.1813206116	179	ot_2013	https://tree.opentreeoflife.org/curator/study/view/ot_2013
Olsson, U., & Alström, P. (2020). A comprehensive phylogeny and taxonomic evaluation of the waxbills (Aves: Estrildidae). Molecular Phylogenetics and Evolution, 146, 106757. https://doi.org/10.1016/j.ympev.2020.106757	http://dx.doi.org/10.1016/j.ympev.2020.106757	103	ot_2222	https://tree.opentreeoflife.org/curator/study/view/ot_2222
Olsson, U., Irestedt, M., Sangster, G., Ericson, P. G. P., & Alström, P. (2013). Systematic revision of the avian family Cisticolidae based on a multi-locus phylogeny of all genera. Molecular Phylogenetics and Evolution, 66(3), 790–799. https://doi.org/10.1016/j.ympev.2012.11.004	http://dx.doi.org/10.1016/j.ympev.2012.11.004	35	ot_2169	https://tree.opentreeoflife.org/curator/study/view/ot_2169
Ornelas, J. F., C. Gonzalez, and A. Espinosa De Los Monteros. 2009. Uncorrelated evolution between vocal and plumage coloration traits in the trogons: a comparative study. Journal of Evolutionary Biology 22 (3): 471-484.	http://dx.doi.org/10.1111/j.1420-9101.2008.01679.x	25	ot_147	https://tree.opentreeoflife.org/curator/study/view/ot_147
Ottenburghs, Jente, Hendrik-Jan Megens, Robert H.S. Kraus, Ole Madsen, Pim van Hooft, Sipke E. van Wieren, Richard P.M.A. Crooijmans, Ronald C. Ydenberg, Martien A.M. Groenen, Herbert H.T. Prins. 2016. A Tree of Geese: A Phylogenomic Perspective on the Evolutionary History of True Geese. Molecular Phylogenetics and Evolution 101: 303-313.	http://dx.doi.org/10.1016/j.ympev.2016.05.021	15	ot_731	https://tree.opentreeoflife.org/curator/study/view/ot_731
Overton, Lowell C, Douglas D Rhoads. 2004. Molecular phylogenetic relationships based on mitochondrial and nuclear gene sequences for the Todies (Todus, Todidae) of the Caribbean. Molecular Phylogenetics and Evolution 32 (2): 524-538.	https://doi.org/10.1016/j.ympev.2004.01.004	0	ot_149	https://tree.opentreeoflife.org/curator/study/view/ot_149
Päckert, M., Favre, A., Schnitzler, J., Martens, J., Sun, Y., Tietze, D. T., Hailer, F., Michalak, I., & Strutzenberger, P. (2020). “Into and Out of” the Qinghai‐Tibet Plateau and the Himalayas: Centers of origin and diversification across five clades of Eurasian montane and alpine passerine birds. Ecology and Evolution, 10(17), 9283–9300. Portico. https://doi.org/10.1002/ece3.6615	http://dx.doi.org/10.1002/ece3.6615	229	ot_2143	https://tree.opentreeoflife.org/curator/study/view/ot_2143
Päckert, Martin , Jochen Martens, Lucia Liu Severinghaus. 2009. The Taiwan Firecrest (Regulus goodfellowi) belongs to the Goldcrest assemblage (Regulus regulus s. l.): evidence from mitochondrial DNA and the territorial song of the Regulidae. Journal of Ornithology 150 (1): 205-220.	http://dx.doi.org/10.1007/s10336-008-0335-5	4	ot_170	https://tree.opentreeoflife.org/curator/study/view/ot_170
Päckert, Martin, Jochen Martens, Michael Wink, Anna Feigl, Dieter Thomas Tietze. 2012. Molecular phylogeny of Old World swifts (Aves: Apodiformes, Apodidae, Apus and Tachymarptis) based on mitochondrial and nuclear markers. Molecular Phylogenetics and Evolution 63 (3): 606-616.	http://dx.doi.org/10.1016/j.ympev.2012.02.002	22	ot_112	https://tree.opentreeoflife.org/curator/study/view/ot_112
Päckert, Martin, Jochen Martens, Yue-Hua Sun, Lucia Liu Severinghaus, Alexander A. Nazarenko, Ji Ting, Till Töpfer, Dieter Thomas Tietze. 2011. Horizontal and elevational phylogeographic patterns of Himalayan and Southeast Asian forest passerines (Aves: Passeriformes). Journal of Biogeography 39 (3): 556-573.	http://dx.doi.org/10.1111/j.1365-2699.2011.02606.x	20	ot_172	https://tree.opentreeoflife.org/curator/study/view/ot_172
Parchman, Thomas L., Craig W. Benkman, Eduardo T. Mezquida. 2007. Coevolution between Hispaniolan crossbills and pine: does more time allow for greater phenotypic escalation at lower latitude? Evolution 61 (9): 2142-2153	https://doi.org/10.1111/j.1558-5646.2007.00172.x	0	ot_827	https://tree.opentreeoflife.org/curator/study/view/ot_827
Pasquet,  Eric, F. Keith Barker, Jochen Martens, Annie Tillier, Corinne Cruaud, Alice Cibois. 2014.  Evolution within the nuthatches (Sittidae: Aves, Passeriformes): molecular phylogeny, biogeography, and ecological perspectives. Journal of Ornithology 155 (3):755-765.	http://dx.doi.org/10.1007/s10336-014-1063-7	19	pg_2845	https://tree.opentreeoflife.org/curator/study/view/pg_2845
Patané, José S.L., Jason D. Weckstein, Alexandre Aleixo, John M. Bates. 2009. Evolutionary history of Ramphastos toucans: molecular phylogenetics, temporal diversification, and biogeography. Molecular Phylogenetics and Evolution 53 (3): 923-934.	http://dx.doi.org/10.1016/j.ympev.2009.08.017	4	ot_152	https://tree.opentreeoflife.org/curator/study/view/ot_152
Patel, Swati, Jason D. Weckstein, José S.L. Patané, John M. Bates, Alexandre Aleixo. 2011. Temporal and spatial diversification of Pteroglossus araçaris (Aves: Ramphastidae) in the neotropics: constant rate of diversification does not support an increase in radiation during the Pleistocene. Molecular Phylogenetics and Evolution 58 (1): 105-115.	http://dx.doi.org/10.1016/j.ympev.2010.10.016	9	ot_153	https://tree.opentreeoflife.org/curator/study/view/ot_153
Patterson, S.A., J.A. Morris-Pocock, V.L. Friesen. 2011. A multilocus phylogeny of the Sulidae (Aves: Pelecaniformes). Molecular Phylogenetics and Evolution 58 (2): 181-191.	http://dx.doi.org/10.1016/j.ympev.2010.11.021	8	ot_137	https://tree.opentreeoflife.org/curator/study/view/ot_137
Payne, Robert B. The cuckoos. Vol. 15. Oxford University Press, 2005. 	ISBN-13: 978-0198502135 ISBN-10: 0198502133http://ukcatalogue.oup.com/product/9780198502135.do	127	ot_121	https://tree.opentreeoflife.org/curator/study/view/ot_121
Per Alström, Frank E. Rheindt, Ruiying Zhang, Min Zhao, Jing Wang, Xiaojia Zhu, Chyi Yin Gwee, Yan Hao, Jan Ohlson, Chenxi Jia, Dewi M. Prawiradilaga, Per G.P. Ericson, Fumin Lei, Urban Olsson, 2018, 'Complete species-level phylogeny of the leaf warbler (Aves: Phylloscopidae) radiation', Molecular Phylogenetics and Evolution, vol. 126, pp. 141-152	http://dx.doi.org/10.1016/j.ympev.2018.03.031	66	ot_1287	https://tree.opentreeoflife.org/curator/study/view/ot_1287
Pereira, S., Johnson K., Clayton D., and Baker A. 2007. Mitochondrial and nuclear DNA sequences support a Cretaceous origin of Columbiformes and a dispersal-driven radiation in the Paleogene. Systematic Biology 56 (4): 656-672.	http://dx.doi.org/10.1080/10635150701549672	21	pg_2444	https://tree.opentreeoflife.org/curator/study/view/pg_2444
Pereira, Sergio L., Allan J. Baker, Anita Wajntal. 2002. Combined nuclear and mitochondrial DNA sequences resolve generic relationships within the Cracidae (Galliformes, Aves). Systematic Biology 51 (6): 946-958.	http://dx.doi.org/10.1080/10635150290102519	6	ot_119	https://tree.opentreeoflife.org/curator/study/view/ot_119
Pereira, Sergio L., Allan J. Baker. 2008. DNA evidence for a Paleocene origin of the Alcidae (Aves: Charadriiformes) in the Pacific and multiple dispersals across northern oceans. Molecular Phylogenetics and Evolution 46 (2): 430-445.	http://dx.doi.org/10.1016/j.ympev.2007.11.020	19	ot_144	https://tree.opentreeoflife.org/curator/study/view/ot_144
Pereira, Sérgio Luiz, Allan J. Baker. 2004. Vicariant speciation of curassows (Aves, Cracidae): a hypothesis based on mitochondrial DNA phylogeny. The Auk 121 (3): 682-694.	http://dx.doi.org/10.1642/0004-8038(2004)121[0682:vsocac]2.0.co;2	8	ot_120	https://tree.opentreeoflife.org/curator/study/view/ot_120
Pietersen, D. W., McKechnie, A. E., Jansen, R., Little, I. T., & Bastos, A. D. S. (2018). Multi‐locus phylogeny of African pipits and longclaws (Aves: Motacillidae) highlights taxonomic inconsistencies. Ibis, 161(4), 781–792. Portico. https://doi.org/10.1111/ibi.12683	http://dx.doi.org/10.1111/ibi.12683	40	ot_2151	https://tree.opentreeoflife.org/curator/study/view/ot_2151
Pitra, Christian, Dietmar Lieckfeldt, Sylke Frahnert, Joerns Fickel. 2002. Phylogenetic relationships and ancestral areas of the bustards (Gruiformes: Otididae), inferred from mitochondrial DNA and nuclear intron sequences. Molecular Phylogenetics and Evolution 23 (1): 63-74.	http://dx.doi.org/10.1006/mpev.2001.1078	21	ot_124	https://tree.opentreeoflife.org/curator/study/view/ot_124
Powell, Alexis F.L.A., F. Keith Barker, Scott M. Lanyon, Kevin J. Burns, John Klicka, Irby J. Lovette. 2014. A comprehensive species-level molecular phylogeny of the New World blackbirds (Icteridae). Molecular Phylogenetics and Evolution 71: 94-112.	http://dx.doi.org/10.1016/j.ympev.2013.11.009	91	pg_2707	https://tree.opentreeoflife.org/curator/study/view/pg_2707
Price, Trevor D., Daniel M. Hooper, Caitlyn D. Buchanan, Ulf S. Johansson, D. Thomas Tietze, Per Alström, Urban Olsson, Mousumi Ghosh-Harihar, Farah Ishtiaq, Sandeep K. Gupta, Jochen Martens, Bettina Harr, Pratap Singh, Dhananjai Mohan. 2014. Niche filling slows the diversification of Himalayan songbirds. Nature 509: 222-225.	http://dx.doi.org/10.1038/nature13272	323	pg_2913	https://tree.opentreeoflife.org/curator/study/view/pg_2913
Prum, Richard O., Jacob S. Berv, Alex Dornburg, Daniel J. Field, Jeffrey P. Townsend, Emily Moriarty Lemmon, Alan R. Lemmon. 2015. A comprehensive phylogeny of birds (Aves) using targeted next-generation DNA sequencing. Nature 526, (7574): 569-573	http://dx.doi.org/10.1038/nature15697	147	ot_500	https://tree.opentreeoflife.org/curator/study/view/ot_500
Pulgarín-R, Paulo C., Brian Tilston Smith, Robert W. Bryson, Garth M. Spellman, John Klicka. 2013. Multilocus phylogeny and biogeography of the New World Pheucticus grosbeaks (Aves: Cardinalidae). Molecular Phylogenetics and Evolution 69 (3): 1222-1227.	http://dx.doi.org/10.1016/j.ympev.2013.05.022	3	ot_102	https://tree.opentreeoflife.org/curator/study/view/ot_102
Quintero, Esther, Camila C. Ribas, Joel Cracraft. 2012. The Andean Hapalopsittaca parrots (Psittacidae, Aves): an example of montane-tropical lowland vicariance. Zoologica Scripta 42 (1): 28-43.	http://dx.doi.org/10.1111/j.1463-6409.2012.00567.x	12	ot_166	https://tree.opentreeoflife.org/curator/study/view/ot_166
Ramirez, J.L., C.Y. Miyaki, S.N. Del Lama. 2013. Molecular phylogeny of Threskiornithidae (Aves: Pelecaniformes) based on nuclear and mitochondrial DNA. Genetics and Molecular Research 12 (3): 2740-2750.	http://dx.doi.org/10.4238/2013.july.30.11	9	ot_139	https://tree.opentreeoflife.org/curator/study/view/ot_139
Reddy, Sushma, Rebecca T. Kimball, Akanksha Pandey, Peter A. Hosner, Michael J. Braun, Shannon J. Hackett, Kin-Lan Han, John Harshman, Christopher J. Huddleston, Sarah Kingston, Ben D. Marks, Kathleen J. Miglia, William S. Moore, Frederick H. Sheldon, Christopher C. Witt, Tamaki Yuri, Edward L. Braun. 2017. Why do phylogenomic data sets yield conflicting trees? Data type influences the avian tree of life more than taxon sampling. Systematic Biology	http://dx.doi.org/10.1093/sysbio/syx041	159	ot_1055	https://tree.opentreeoflife.org/curator/study/view/ot_1055
Rheindt, Frank E., Janette A. Norman, Les Christidis. 2008. Phylogenetic relationships of tyrant-flycatchers (Aves: Tyrannidae), with an emphasis on the elaeniine assemblage. Molecular Phylogenetics and Evolution 46 (1): 88-101	http://dx.doi.org/10.1016/j.ympev.2007.09.011	28	ot_843	https://tree.opentreeoflife.org/curator/study/view/ot_843
Ribas, C. C., A. Aleixo, A. C. R. Nogueira, C. Y. Miyaki, J. Cracraft, 2011. A palaeobiogeographic model for biotic diversification within Amazonia over the past three million years. Proceedings of the Royal Society B: Biological Sciences 279 (1729): 681-689.	http://dx.doi.org/10.1098/rspb.2011.1120	1	ot_125	https://tree.opentreeoflife.org/curator/study/view/ot_125
Ribas, Camila C., Cristina Y. Miyaki, Joel Cracraft. 2009. Phylogenetic relationships, diversification and biogeography in Neotropical Brotogeris parakeets. Journal of Biogeography 36 (9): 1712-1729.	http://dx.doi.org/10.1111/j.1365-2699.2009.02131.x	6	ot_164	https://tree.opentreeoflife.org/curator/study/view/ot_164
Ribas, Camila C., Leo Joseph, Cristina Y. Miyaki. 2006. Molecular systematics and patterns of diversification in Pyrrhura (Psittacidae), with special reference to the picta-leucotis complex. The Auk 123 (3): 660-680.	http://dx.doi.org/10.1642/0004-8038(2006)123[660:msapod]2.0.co;2	7	ot_167	https://tree.opentreeoflife.org/curator/study/view/ot_167
Rice, Nathan H. 2005. Phylogenetic relationships of antpitta genera (Passeriformes: Formicariidae). The Auk 122 (2): 673-683.	http://dx.doi.org/10.1642/0004-8038(2005)122[0673:proagp]2.0.co;2	7	pg_2890	https://tree.opentreeoflife.org/curator/study/view/pg_2890
ROBERT G. MOYLE, 2005, 'Phylogeny and biogeographical history of Trogoniformes, a pantropical bird order', Biological Journal of the Linnean Society, vol. 84, no. 4, pp. 725-738	http://dx.doi.org/10.1111/j.1095-8312.2005.00435.x	18	ot_838	https://tree.opentreeoflife.org/curator/study/view/ot_838
Robert G. Moyle, 2006, 'A MOLECULAR PHYLOGENY OF KINGFISHERS (ALCEDINIDAE) WITH INSIGHTS INTO EARLY BIOGEOGRAPHIC HISTORY', The Auk, vol. 123, no. 2, p. 487	http://dx.doi.org/10.1642/0004-8038(2006)123[487:ampoka]2.0.co;2	26	ot_837	https://tree.opentreeoflife.org/curator/study/view/ot_837
Robert G. Moyle, Ben D. Marks, 2006, 'Phylogenetic relationships of the bulbuls (Aves: Pycnonotidae) based on mitochondrial and nuclear DNA sequence data', Molecular Phylogenetics and Evolution, vol. 40, no. 3, pp. 687-695	http://dx.doi.org/10.1016/j.ympev.2006.04.015	24	ot_832	https://tree.opentreeoflife.org/curator/study/view/ot_832
Robert G. Moyle, Beth Slikas, Linda A. Whittingham, David W. Winkler, Frederick H. Sheldon, 2008, 'DNA Sequence assessment of phylogenetic relationships among New World martins (Hirundinidae: Progne)', The Wilson Journal of Ornithology, vol. 120, no. 4, pp. 683-691	http://dx.doi.org/10.1676/07-131.1	6	ot_834	https://tree.opentreeoflife.org/curator/study/view/ot_834
Robert G. Moyle, Jérôme Fuchs, Eric Pasquet, Ben D. Marks, 2007, 'Feeding behavior, toe count, and the phylogenetic relationships among alcedinine kingfishers (Alcedininae)', Journal of Avian Biology, vol. 38, no. 3, pp. 317-326	http://dx.doi.org/10.1111/j.2007.0908-8857.03921.x	20	ot_835	https://tree.opentreeoflife.org/curator/study/view/ot_835
Robert G. Moyle, Joel Cracraft, Maklarin Lakim, Jamili Nais, Frederick H. Sheldon, 2006, 'Reconsideration of the phylogenetic relationships of the enigmatic Bornean Bristlehead (Pityriasis gymnocephala)', Molecular Phylogenetics and Evolution, vol. 39, no. 3, pp. 893-898	http://dx.doi.org/10.1016/j.ympev.2006.01.024	7	ot_836	https://tree.opentreeoflife.org/curator/study/view/ot_836
ROBERT G. MOYLE, R TERRY CHESSER, RICHARD O. PRUM, PETER SCHIKLER, JOEL CRACRAFT, 2006, 'Phylogeny and Evolutionary History of Old World Suboscine Birds (Aves: Eurylaimides)', American Museum Novitates, vol. 3544, no. 1, p. 1	http://dx.doi.org/10.1206/0003-0082(2006)3544[1:paehoo]2.0.co;2	15	ot_831	https://tree.opentreeoflife.org/curator/study/view/ot_831
Robert W. Bryson, Jaime Chaves, Brian Tilston Smith, Matthew J. Miller, Kevin Winker, Jorge L. Pérez-Emán, John Klicka, 2014, 'Diversification across the New World within the ‘blue’ cardinalids (Aves: Cardinalidae)', Journal of Biogeography, vol. 41, no. 3, pp. 587-599	http://dx.doi.org/10.1111/jbi.12218	12	ot_169	https://tree.opentreeoflife.org/curator/study/view/ot_169
Russello, Michael A, George Amato. 2004. A molecular phylogeny of Amazona: implications for Neotropical parrot biogeography, taxonomy, and conservation. Molecular Phylogenetics and Evolution 30 (2): 421-437.	http://dx.doi.org/10.1016/s1055-7903(03)00192-1	19	ot_161	https://tree.opentreeoflife.org/curator/study/view/ot_161
Salter, J. F., Hosner, P. A., Tsai, W. L. E., McCormack, J. E., Braun, E. L., Kimball, R. T., Brumfield, R. T., & Faircloth, B. C. (2022). Historical specimens and the limits of subspecies phylogenomics in the New World quails (Odontophoridae). Molecular Phylogenetics and Evolution, 175, 107559. https://doi.org/10.1016/j.ympev.2022.107559	http://dx.doi.org/10.1016/j.ympev.2022.107559	31	ot_2183	https://tree.opentreeoflife.org/curator/study/view/ot_2183
Salter, J. F., Oliveros, C. H., Hosner, P. A., Manthey, J. D., Robbins, M. B., Moyle, R. G., Brumfield, R. T., & Faircloth, B. C. (2020). Extensive paraphyly in the typical owl family (Strigidae). The Auk, 137(1). https://doi.org/10.1093/auk/ukz070	http://dx.doi.org/10.1093/auk/ukz070	40	ot_2085	https://tree.opentreeoflife.org/curator/study/view/ot_2085
Sangeet Lamichhaney, Jonas Berglund, Markus Sällman Almén, Khurram Maqbool, Manfred Grabherr, Alvaro Martinez-Barrio, Marta Promerová, Carl-Johan Rubin, Chao Wang, Neda Zamani, B. Rosemary Grant, Peter R. Grant, Matthew T. Webster, Leif Andersson, 2015, 'Evolution of Darwin’s finches and their beaks revealed by genome sequencing', Nature, vol. 518, no. 7539, pp. 371-375	http://dx.doi.org/10.1038/nature14181	7	ot_891	https://tree.opentreeoflife.org/curator/study/view/ot_891
Schweizer, Manuel, Hadoram Shirihai. 2013. Phylogeny of the Oenanthe lugens complex (Aves, Muscicapidae: Saxicolinae): paraphyly of a morphologically cohesive group within a recent radiation of open-habitat chats. Molecular Phylogenetics and Evolution 69 (3): 450-461.	http://dx.doi.org/10.1016/j.ympev.2013.08.010	5	ot_110	https://tree.opentreeoflife.org/curator/study/view/ot_110
Schweizer, Manuel, Marcel Güntert, Stefan T. Hertwig. 2012. Phylogeny and biogeography of the parrot genus Prioniturus (Aves: Psittaciformes). Journal of Zoological Systematics and Evolutionary Research 50 (2): 145-156.	http://dx.doi.org/10.1111/j.1439-0469.2012.00654.x	6	ot_162	https://tree.opentreeoflife.org/curator/study/view/ot_162
Schweizer, Manuel, Timothy F. Wright, Joshua V. Peñalba, Erin E. Schirtzinger, Leo Joseph. 2015. Molecular phylogenetics suggests a New Guinean origin and frequent episodes of founder-event speciation in the nectarivorous lories and lorikeets (Aves: Psittaciformes). Molecular Phylogenetics and Evolution 90: 34-48.	http://dx.doi.org/10.1016/j.ympev.2015.04.021	23	ot_312	https://tree.opentreeoflife.org/curator/study/view/ot_312
Scofield, R. Paul, Kieren J. Mitchell, Jamie R. Wood, Vanesa L. De Pietri, Scott Jarvie, Bastien Llamas, Alan Cooper. 2016. The Origin and Phylogenetic Relationships of the New Zealand Ravens. Molecular Phylogenetics and Evolution 106: 136–143	http://dx.doi.org/10.1016/j.ympev.2016.09.022	85	ot_863	https://tree.opentreeoflife.org/curator/study/view/ot_863
Selvatti, Alexandre Pedro, Luiz Pedreira Gonzaga, Claudia Augusta de Moraes Russo. 2015. A Paleogene origin for crown passerines and the diversification of the Oscines in the New World. Molecular Phylogenetics and Evolution 88: 1-15.	http://dx.doi.org/10.1016/j.ympev.2015.03.018	564	ot_290	https://tree.opentreeoflife.org/curator/study/view/ot_290
Sérgio L. Pereira, Anita Wajntal, 2008, 'The historical biogeography of Pteroglossus aracaris (Aves, Piciformes, Ramphastidae) based on Bayesian analysis of mitochondrial DNA sequences', Genetics and Molecular Biology, vol. 31, no. 4, pp. 964-973	http://dx.doi.org/10.1590/s1415-47572008005000021	9	ot_830	https://tree.opentreeoflife.org/curator/study/view/ot_830
Shakya, S. B., Fuchs, J., Pons, J.-M., & Sheldon, F. H. (2017). Tapping the woodpecker tree for evolutionary insight. Molecular Phylogenetics and Evolution, 116, 182–191. doi:10.1016/j.ympev.2017.09.005	http://dx.doi.org/10.1016/j.ympev.2017.09.005	205	ot_2017	https://tree.opentreeoflife.org/curator/study/view/ot_2017
Shakya, S. B., Irham, M., Brady, M. L., Haryoko, T., Fitriana, Y. S., Johnson, O., Rahman, M. A., Robi, N. J., Moyle, R. G., Prawiradilaga, D. M., & Sheldon, F. H. (2020). Observations on the relationships of some Sundaic passerine taxa (Aves: Passeriformes) previously unavailable for molecular phylogenetic study. Journal of Ornithology, 161(3), 651–664. https://doi.org/10.1007/s10336-020-01766-9	http://dx.doi.org/10.1007/s10336-020-01766-9	79	ot_2234	https://tree.opentreeoflife.org/curator/study/view/ot_2234
Shakya, Subir B., Frederick H. Sheldon. 2017. The phylogeny of the world's bulbuls (Pycnonotidae) inferred using a supermatrix approach. Ibis 159 (3): 498-509	http://dx.doi.org/10.1111/ibi.12464	208	ot_1170	https://tree.opentreeoflife.org/curator/study/view/ot_1170
Sheldon, Frederick H., Linda A. Whittingham, Robert G. Moyle, Beth Slikas, David W. Winkler. 2005. Phylogeny of swallows (Aves: Hirundinidae) estimated from nuclear and mitochondrial DNA sequences. Molecular Phylogenetics and Evolution 35 (1): 254-270.	http://dx.doi.org/10.1016/j.ympev.2004.11.008	53	ot_178	https://tree.opentreeoflife.org/curator/study/view/ot_178
Shipham, Ashlee, Daniel J. Schmidt, Leo Joseph, Jane M. Hughes. 2015. Phylogenetic analysis of the Australian rosella parrots (Platycercus) reveals discordance among molecules and plumage. Molecular Phylogenetics and Evolution 91: 150-159.	http://dx.doi.org/10.1016/j.ympev.2015.05.012	4	ot_313	https://tree.opentreeoflife.org/curator/study/view/ot_313
Simone Treplin, Romy Siegert, Christoph Bleidorn, Hazell Shokellu Thompson, Roger Fotso, Ralph Tiedemann, 2008, 'Molecular phylogeny of songbirds (Aves: Passeriformes) and the relative utility of common nuclear marker loci', Cladistics, vol. 24, no. 3, pp. 328-349	http://dx.doi.org/10.1111/j.1096-0031.2007.00178.x	22	ot_841	https://tree.opentreeoflife.org/curator/study/view/ot_841
Slager, David L., C.J. Battey, Robert W. Bryson, Gary Voelker, John Klicka. 2014. A multilocus phylogeny of a major New World avian radiation: The Vireonidae. Molecular Phylogenetics and Evolution 80: 95-104	http://dx.doi.org/10.1016/j.ympev.2014.07.021	19	ot_768	https://tree.opentreeoflife.org/curator/study/view/ot_768
Slikas, Beth. 1997. Phylogeny of the avian family Ciconiidae (storks) based on cytochrome b sequences and DNA–DNA hybridization distances. Molecular Phylogenetics and Evolution 8 (3): 275-300.	http://dx.doi.org/10.1006/mpev.1997.0431	13	ot_138	https://tree.opentreeoflife.org/curator/study/view/ot_138
Smith, B. T., Merwin, J., Provost, K. L., Thom, G., Brumfield, R. T., Ferreira, M., Mauck, W. M., Moyle, R. G., Wright, T. F., & Joseph, L. (2022). Phylogenomic Analysis of the Parrots of the World Distinguishes Artifactual from Biological Sources of Gene Tree Discordance. Systematic Biology. https://doi.org/10.1093/sysbio/syac055 	http://dx.doi.org/10.1093/sysbio/syac055	358	ot_2145	https://tree.opentreeoflife.org/curator/study/view/ot_2145
Smith, Brian Tilston, Camila C. Ribas, Bret M. Whitney, Blanca E. HernÁndez-baÑos, John Klicka. 2012. Identifying biases at different spatial and temporal scales of diversification: a case study in the Neotropical parrotlet genus Forpus. Molecular Ecology 22 (2): 483-494.	http://dx.doi.org/10.1111/mec.12118	5	ot_165	https://tree.opentreeoflife.org/curator/study/view/ot_165
Spellman, GM, A Cibois, RG Moyle, K Winker, F Keith Barker. 2008. Clarifying the systematics of an enigmatic avian lineage: What is a bombycillid?. Molecular Phylogenetics and Evolution 49 (3): 1036-1040.	http://dx.doi.org/10.1016/j.ympev.2008.09.006	7	ot_171	https://tree.opentreeoflife.org/curator/study/view/ot_171
Sprengelmeyer, Quentin D. A phylogenetic reevaluation of the genus Gavia (Aves: Gaviiformes) using next-generation sequencing. (2014).	https://commons.nmu.edu/theses/1/	3	ot_2147	https://tree.opentreeoflife.org/curator/study/view/ot_2147
Stein, R. Will, Joseph W. Brown, Arne Ø. Mooers. 2015. A molecular genetic time scale demonstrates Cretaceous origins and multiple diversification rate shifts within the order Galliformes (Aves). Molecular Phylogenetics and Evolution 92: 155-164	http://dx.doi.org/10.1016/j.ympev.2015.06.005	168	ot_425	https://tree.opentreeoflife.org/curator/study/view/ot_425
